farm_id,year,n_turb,centroid_lon,centroid_lat,pc1_angle,pc1_share,aspect_ratio,spacing_d,ce_r,layout_type
32,2024,128,112.2209,21.4359,72.5,0.7353,1.45,2.45,0.93,multi_cluster
33,2024,109,109.1899,20.1449,-11.1,0.7147,1.55,5.12,1.304,cluster
34,2014,5,119.3805,25.1426,69.9,0.7926,1.83,6.46,2.75,sparse
34,2015,5,119.3805,25.1426,69.9,0.7926,1.83,6.46,2.75,sparse
34,2016,11,119.385,25.1509,70.0,0.873,2.74,4.2,2.104,belt
34,2017,11,119.385,25.1509,70.0,0.873,2.74,4.2,2.104,belt
34,2018,11,119.385,25.1509,70.0,0.873,2.74,4.2,2.104,belt
34,2019,19,119.4049,25.1541,30.9,0.805,1.89,3.84,1.136,cluster
34,2020,47,119.4001,25.1487,22.5,0.9071,2.16,3.21,0.968,belt
34,2021,110,119.3944,25.1344,29.7,0.8375,1.69,3.04,1.141,multi_cluster
34,2022,125,119.3921,25.1304,31.9,0.8161,1.62,3.04,1.201,cluster
34,2023,125,119.3921,25.1304,31.9,0.8161,1.62,3.04,1.201,cluster
34,2024,125,119.3921,25.1304,31.9,0.8161,1.62,3.04,1.201,cluster
35,2021,95,110.7621,20.5855,79.3,0.839,2.22,2.85,1.251,cluster
35,2022,95,110.7621,20.5855,79.3,0.839,2.22,2.85,1.251,cluster
35,2023,97,110.7613,20.5865,80.9,0.8291,1.94,2.88,1.173,multi_cluster
35,2024,120,110.7555,20.5948,89.8,0.8124,2.02,3.09,1.324,cluster
36,2017,116,-0.2783,50.6701,9.7,0.8597,2.24,3.92,1.907,belt
36,2018,116,-0.2783,50.6701,9.7,0.8597,2.24,3.92,1.907,belt
36,2019,116,-0.2783,50.6701,9.7,0.8597,2.24,3.92,1.907,belt
36,2020,116,-0.2783,50.6701,9.7,0.8597,2.24,3.92,1.907,belt
36,2021,116,-0.2783,50.6701,9.7,0.8597,2.24,3.92,1.907,belt
36,2022,116,-0.2783,50.6701,9.7,0.8597,2.24,3.92,1.907,belt
36,2023,116,-0.2783,50.6701,9.7,0.8597,2.24,3.92,1.907,belt
36,2024,116,-0.2783,50.6701,9.7,0.8597,2.24,3.92,1.907,belt
37,2021,113,121.5712,30.6258,8.1,0.9016,2.21,3.52,1.021,belt
37,2022,113,121.5712,30.6258,8.1,0.9016,2.21,3.52,1.021,belt
37,2023,113,121.5712,30.6258,8.1,0.9016,2.21,3.52,1.021,belt
37,2024,114,121.5708,30.6254,8.2,0.9003,2.22,3.58,1.043,belt
38,2014,63,121.9638,30.7722,-11.1,0.826,1.8,2.9,1.379,cluster
38,2015,63,121.9638,30.7722,-11.1,0.826,1.8,2.9,1.379,cluster
38,2016,63,121.9638,30.7722,-11.1,0.826,1.8,2.9,1.379,cluster
38,2017,63,121.9638,30.7722,-11.1,0.826,1.8,2.9,1.379,cluster
38,2018,63,121.9638,30.7722,-11.1,0.826,1.8,2.9,1.379,cluster
38,2019,63,121.9638,30.7722,-11.1,0.826,1.8,2.9,1.379,cluster
38,2020,71,121.9697,30.7652,-32.5,0.769,1.94,2.98,1.093,multi_cluster
38,2021,115,121.983,30.7484,132.6,0.8758,2.42,2.79,1.124,belt
38,2022,115,121.983,30.7484,132.6,0.8758,2.42,2.79,1.124,belt
38,2023,115,121.983,30.7484,132.6,0.8758,2.42,2.79,1.124,belt
38,2024,115,121.983,30.7484,132.6,0.8758,2.42,2.79,1.124,belt
39,2020,3,120.2282,23.9722,91.7,0.9667,6.16,6.2,6.362,belt
39,2021,21,120.242,23.9863,68.7,0.9159,3.37,2.58,1.713,belt
39,2022,26,120.2274,23.9949,-41.2,0.8189,2.09,3.05,1.058,multi_cluster
39,2023,73,120.1683,23.995,-6.5,0.7974,1.59,3.66,1.288,cluster
39,2024,114,120.158,23.9706,76.5,0.6873,1.43,3.79,1.199,multi_cluster
40,2021,5,-1.7018,56.6277,117.8,0.942,3.64,15.42,3.353,belt
40,2022,73,-1.7081,56.6032,-13.4,0.8598,2.21,8.65,1.353,belt
40,2023,114,-1.6988,56.5947,-6.1,0.82,1.98,7.45,1.361,cluster
40,2024,114,-1.6988,56.5947,-6.1,0.82,1.98,7.45,1.361,cluster
41,2021,35,117.048,23.2775,9.6,0.8813,2.43,2.58,1.431,belt
41,2022,35,117.048,23.2775,9.6,0.8813,2.43,2.58,1.431,belt
41,2023,88,117.02,23.2391,47.5,0.8142,1.93,2.85,1.068,multi_cluster
41,2024,102,117.0226,23.2409,47.1,0.8031,1.89,2.95,1.169,multi_cluster
42,2022,80,119.9077,24.1711,-7.4,0.9278,3.51,2.26,0.834,belt
42,2023,107,119.9125,24.1627,-9.9,0.8683,2.92,2.16,0.876,belt
42,2024,111,119.9117,24.1616,-9.6,0.8582,2.89,2.15,0.885,belt
43,2014,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
43,2015,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
43,2016,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
43,2017,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
43,2018,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
43,2019,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
43,2020,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
43,2021,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
43,2022,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
43,2023,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
43,2024,111,11.2166,56.6015,110.6,0.7892,1.53,3.99,1.296,cluster
44,2022,49,118.8577,38.2805,-14.1,0.9491,3.83,3.38,0.892,belt
44,2023,108,118.942,38.2743,-8.0,0.967,3.89,3.11,1.055,belt
44,2024,108,118.942,38.2743,-8.0,0.967,3.89,3.11,1.055,belt
45,2014,8,119.556,25.2493,44.9,0.8855,1.93,3.53,1.302,cluster
45,2015,8,119.556,25.2493,44.9,0.8855,1.93,3.53,1.302,cluster
45,2016,8,119.556,25.2493,44.9,0.8855,1.93,3.53,1.302,cluster
45,2017,17,119.5478,25.2377,48.7,0.8824,2.25,2.87,1.144,belt
45,2018,45,119.5304,25.2439,-30.8,0.6349,1.39,2.42,1.003,multi_cluster
45,2019,55,119.5274,25.246,-29.4,0.705,1.43,2.39,1.073,multi_cluster
45,2020,66,119.5281,25.2471,-22.9,0.6755,1.38,2.2,1.039,multi_cluster
45,2021,96,119.5425,25.2515,4.3,0.6888,1.61,1.99,1.067,multi_cluster
45,2022,103,119.5436,25.2522,8.2,0.7005,1.57,1.93,1.073,multi_cluster
45,2023,105,119.5442,25.2526,9.3,0.701,1.55,1.93,1.083,multi_cluster
45,2024,106,119.5441,25.2524,9.5,0.7003,1.55,1.9,1.074,multi_cluster
46,2014,2,119.9617,25.7761,0.0,0.0,0.0,11.11,,sparse
46,2015,2,119.9617,25.7761,0.0,0.0,0.0,11.11,,sparse
46,2016,2,119.9617,25.7761,0.0,0.0,0.0,11.11,,sparse
46,2017,2,119.9617,25.7761,0.0,0.0,0.0,11.11,,sparse
46,2018,2,119.9617,25.7761,0.0,0.0,0.0,11.11,,sparse
46,2019,2,119.9617,25.7761,0.0,0.0,0.0,11.11,,sparse
46,2020,2,119.9617,25.7761,0.0,0.0,0.0,11.11,,sparse
46,2021,57,119.9897,25.8003,82.2,0.8399,1.96,3.51,1.233,cluster
46,2022,98,119.9973,25.8155,73.9,0.8653,2.47,2.86,1.204,belt
46,2023,105,119.9959,25.8097,75.6,0.8887,2.66,2.84,1.226,belt
46,2024,105,119.9959,25.8097,75.6,0.8887,2.66,2.84,1.226,belt
47,2021,40,114.997,22.3095,79.1,0.6006,1.48,3.69,1.494,cluster
47,2022,40,114.997,22.3095,79.1,0.6006,1.48,3.69,1.494,cluster
47,2023,104,114.9472,22.3059,22.5,0.7752,1.71,4.1,1.383,cluster
47,2024,104,114.9472,22.3059,22.5,0.7752,1.71,4.1,1.383,cluster
48,2019,59,2.5036,52.2474,79.7,0.8089,2.05,3.85,0.983,multi_cluster
48,2020,102,2.5034,52.2364,78.0,0.791,1.84,3.82,1.149,multi_cluster
48,2021,102,2.5034,52.2364,78.0,0.791,1.84,3.82,1.149,multi_cluster
48,2022,102,2.5034,52.2364,78.0,0.791,1.84,3.82,1.149,multi_cluster
48,2023,102,2.5034,52.2364,78.0,0.791,1.84,3.82,1.149,multi_cluster
48,2024,102,2.5034,52.2364,78.0,0.791,1.84,3.82,1.149,multi_cluster
49,2014,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
49,2015,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
49,2016,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
49,2017,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
49,2018,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
49,2019,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
49,2020,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
49,2021,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
49,2022,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
49,2023,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
49,2024,101,1.632,51.4309,-27.5,0.7792,1.85,2.63,1.82,rule_grid
50,2017,47,120.3535,34.4867,-1.3,0.677,1.48,4.05,1.201,cluster
50,2018,99,120.3623,34.5052,6.9,0.7316,1.92,3.29,1.237,cluster
50,2019,100,120.3623,34.5055,7.0,0.7279,1.92,3.29,1.242,cluster
50,2020,100,120.3623,34.5055,7.0,0.7279,1.92,3.29,1.242,cluster
50,2021,100,120.3623,34.5055,7.0,0.7279,1.92,3.29,1.242,cluster
50,2022,100,120.3623,34.5055,7.0,0.7279,1.92,3.29,1.242,cluster
50,2023,100,120.3623,34.5055,7.0,0.7279,1.92,3.29,1.242,cluster
50,2024,100,120.3623,34.5055,7.0,0.7279,1.92,3.29,1.242,cluster
51,2017,91,0.842,53.2762,-41.1,0.8599,2.08,4.51,1.752,belt
51,2018,91,0.842,53.2762,-41.1,0.8599,2.08,4.51,1.752,belt
51,2019,91,0.842,53.2762,-41.1,0.8599,2.08,4.51,1.752,belt
51,2020,91,0.842,53.2762,-41.1,0.8599,2.08,4.51,1.752,belt
51,2021,91,0.842,53.2762,-41.1,0.8599,2.08,4.51,1.752,belt
51,2022,91,0.842,53.2762,-41.1,0.8599,2.08,4.51,1.752,belt
51,2023,91,0.842,53.2762,-41.1,0.8599,2.08,4.51,1.752,belt
51,2024,91,0.842,53.2762,-41.1,0.8599,2.08,4.51,1.752,belt
52,2019,6,119.7792,25.6772,116.1,0.9662,4.92,7.97,3.028,belt
52,2020,13,119.7759,25.6864,120.9,0.7571,1.94,5.28,1.539,cluster
52,2021,59,119.7391,25.6778,-12.2,0.8182,2.48,2.06,0.696,multi_cluster
52,2022,76,119.7531,25.6716,-22.2,0.8804,2.94,1.82,0.668,belt
52,2023,80,119.7562,25.6702,-23.0,0.8899,2.93,1.8,0.674,belt
52,2024,90,119.7641,25.6651,-26.5,0.8967,2.8,1.85,0.708,belt
53,2021,90,0.8387,53.4775,-24.5,0.8422,2.4,5.74,1.653,cluster
53,2022,90,0.8387,53.4775,-24.5,0.8422,2.4,5.74,1.653,cluster
53,2023,90,0.8387,53.4775,-24.5,0.8422,2.4,5.74,1.653,cluster
53,2024,90,0.8387,53.4775,-24.5,0.8422,2.4,5.74,1.653,cluster
54,2021,89,5.2635,53.0019,-2.8,0.5994,1.31,3.5,2.028,rule_grid
54,2022,89,5.2635,53.0019,-2.8,0.5994,1.31,3.5,2.028,rule_grid
54,2023,89,5.2635,53.0019,-2.8,0.5994,1.31,3.5,2.028,rule_grid
54,2024,89,5.2635,53.0019,-2.8,0.5994,1.31,3.5,2.028,rule_grid
55,2014,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
55,2015,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
55,2016,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
55,2017,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
55,2018,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
55,2019,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
55,2020,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
55,2021,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
55,2022,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
55,2023,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
55,2024,88,1.1474,53.1359,-31.5,0.864,2.54,3.57,2.068,belt
56,2023,9,108.1948,21.3639,24.2,0.8679,2.43,3.73,1.477,belt
56,2024,83,108.211,21.3394,71.1,0.7598,2.0,3.55,1.612,cluster
57,2014,48,105.8064,9.2247,35.8,0.9056,3.02,1.31,1.361,belt
57,2015,48,105.8064,9.2247,35.8,0.9056,3.02,1.31,1.361,belt
57,2016,62,105.8027,9.2222,38.4,0.9088,2.98,1.24,1.396,belt
57,2017,62,105.8027,9.2222,38.4,0.9088,2.98,1.24,1.396,belt
57,2018,63,105.8027,9.2224,39.0,0.9,2.5,1.28,1.315,belt
57,2019,68,105.8041,9.2211,48.0,0.8024,1.84,1.63,1.032,multi_cluster
57,2020,68,105.8041,9.2211,48.0,0.8024,1.84,1.63,1.032,multi_cluster
57,2021,76,105.8089,9.2225,36.4,0.8214,1.5,1.56,0.983,multi_cluster
57,2022,76,105.8089,9.2225,36.4,0.8214,1.5,1.56,0.983,multi_cluster
57,2023,79,105.8096,9.2207,44.5,0.7181,1.49,1.83,1.01,multi_cluster
57,2024,80,105.8101,9.2204,44.6,0.6876,1.49,1.75,0.958,multi_cluster
58,2018,2,-2.5717,47.1718,0.0,0.0,0.0,89.73,,sparse
58,2019,2,-2.5717,47.1718,0.0,0.0,0.0,89.73,,sparse
58,2020,2,-2.5717,47.1718,0.0,0.0,0.0,89.73,,sparse
58,2021,2,-2.5717,47.1718,0.0,0.0,0.0,89.73,,sparse
58,2022,81,-2.6062,47.1594,-12.3,0.8523,2.49,5.61,1.808,belt
58,2023,81,-2.6062,47.1594,-12.3,0.8523,2.49,5.61,1.808,belt
58,2024,81,-2.6062,47.1594,-12.3,0.8523,2.49,5.61,1.808,belt
59,2014,73,7.8398,55.4868,-3.8,0.7513,1.78,2.84,1.864,rule_grid
59,2015,73,7.8398,55.4868,-3.8,0.7513,1.78,2.84,1.864,rule_grid
59,2016,80,7.8406,55.4865,-4.4,0.7501,1.76,2.84,1.948,rule_grid
59,2017,80,7.8406,55.4865,-4.4,0.7501,1.76,2.84,1.948,rule_grid
59,2018,80,7.8406,55.4865,-4.4,0.7501,1.76,2.84,1.948,rule_grid
59,2019,80,7.8406,55.4865,-4.4,0.7501,1.76,2.84,1.948,rule_grid
59,2020,80,7.8406,55.4865,-4.4,0.7501,1.76,2.84,1.948,rule_grid
59,2021,80,7.8406,55.4865,-4.4,0.7501,1.76,2.84,1.948,rule_grid
59,2022,80,7.8406,55.4865,-4.4,0.7501,1.76,2.84,1.948,rule_grid
59,2023,80,7.8406,55.4865,-4.4,0.7501,1.76,2.84,1.948,rule_grid
59,2024,80,7.8406,55.4865,-4.4,0.7501,1.76,2.84,1.948,rule_grid
60,2014,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
60,2015,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
60,2016,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
60,2017,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
60,2018,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
60,2019,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
60,2020,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
60,2021,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
60,2022,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
60,2023,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
60,2024,80,7.1997,55.141,96.7,0.9075,3.11,4.5,1.669,belt
61,2014,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
61,2015,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
61,2016,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
61,2017,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
61,2018,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
61,2019,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
61,2020,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
61,2021,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
61,2022,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
61,2023,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
61,2024,80,7.7741,55.0168,96.1,0.7623,1.8,3.78,2.068,rule_grid
62,2021,11,120.0294,23.5745,60.9,0.942,4.19,6.17,2.269,belt
62,2022,16,120.0234,23.572,57.2,0.8999,2.86,4.86,1.886,belt
62,2023,35,120.0258,23.5746,67.6,0.9308,3.18,4.48,1.486,belt
62,2024,79,120.028,23.5921,76.9,0.8754,2.63,3.7,1.598,belt
63,2016,2,118.7738,38.9817,0.0,0.0,0.0,16.14,,sparse
63,2017,10,118.7856,38.988,28.1,0.9399,5.05,6.25,2.567,belt
63,2018,40,118.8145,38.9981,25.3,0.837,1.86,4.1,1.566,cluster
63,2019,65,118.8045,39.0027,23.8,0.7465,1.55,3.99,1.676,cluster
63,2020,75,118.8044,38.9986,28.6,0.6927,1.46,3.91,1.699,cluster
63,2021,75,118.8044,38.9986,28.6,0.6927,1.46,3.91,1.699,cluster
63,2022,75,118.8044,38.9986,28.6,0.6927,1.46,3.91,1.699,cluster
63,2023,75,118.8044,38.9986,28.6,0.6927,1.46,3.91,1.699,cluster
63,2024,75,118.8044,38.9986,28.6,0.6927,1.46,3.91,1.699,cluster
64,2021,49,106.8328,10.1456,86.3,0.9564,4.02,1.88,0.563,belt
64,2022,74,106.8473,10.1599,80.3,0.9004,2.45,2.07,0.659,belt
64,2023,75,106.8469,10.1591,80.1,0.9013,2.44,2.07,0.661,belt
64,2024,75,106.8469,10.1591,80.1,0.9013,2.44,2.07,0.661,belt
65,2016,75,5.8848,54.0341,-27.3,0.7518,1.76,3.49,1.856,rule_grid
65,2017,75,5.8848,54.0341,-27.3,0.7518,1.76,3.49,1.856,rule_grid
65,2018,75,5.8848,54.0341,-27.3,0.7518,1.76,3.49,1.856,rule_grid
65,2019,75,5.8848,54.0341,-27.3,0.7518,1.76,3.49,1.856,rule_grid
65,2020,75,5.8848,54.0341,-27.3,0.7518,1.76,3.49,1.856,rule_grid
65,2021,75,5.8848,54.0341,-27.3,0.7518,1.76,3.49,1.856,rule_grid
65,2022,75,5.8848,54.0341,-27.3,0.7518,1.76,3.49,1.856,rule_grid
65,2023,75,5.8848,54.0341,-27.3,0.7518,1.76,3.49,1.856,rule_grid
65,2024,75,5.8848,54.0341,-27.3,0.7518,1.76,3.49,1.856,rule_grid
66,2020,3,121.4552,30.4982,89.7,1.0,12.22,2.74,41.536,belt
66,2021,74,121.4796,30.462,99.2,0.8598,2.83,2.19,1.183,belt
66,2022,74,121.4796,30.462,99.2,0.8598,2.83,2.19,1.183,belt
66,2023,74,121.4796,30.462,99.2,0.8598,2.83,2.19,1.183,belt
66,2024,74,121.4796,30.462,99.2,0.8598,2.83,2.19,1.183,belt
67,2014,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
67,2015,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
67,2016,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
67,2017,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
67,2018,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
67,2019,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
67,2020,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
67,2021,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
67,2022,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
67,2023,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
67,2024,73,0.2928,53.6443,39.1,0.6281,1.36,3.13,2.05,rule_grid
68,2014,37,6.8441,55.2024,112.0,0.9606,5.59,5.25,2.014,belt
68,2015,37,6.8441,55.2024,112.0,0.9606,5.59,5.25,2.014,belt
68,2016,71,6.8517,55.2028,106.8,0.9523,4.86,5.13,1.901,belt
68,2017,72,6.8522,55.2017,106.9,0.9534,4.81,5.11,1.906,belt
68,2018,72,6.8522,55.2017,106.9,0.9534,4.81,5.11,1.906,belt
68,2019,72,6.8522,55.2017,106.9,0.9534,4.81,5.11,1.906,belt
68,2020,72,6.8522,55.2017,106.9,0.9534,4.81,5.11,1.906,belt
68,2021,72,6.8522,55.2017,106.9,0.9534,4.81,5.11,1.906,belt
68,2022,72,6.8522,55.2017,106.9,0.9534,4.81,5.11,1.906,belt
68,2023,72,6.8522,55.2017,106.9,0.9534,4.81,5.11,1.906,belt
68,2024,72,6.8522,55.2017,106.9,0.9534,4.81,5.11,1.906,belt
69,2023,43,0.2256,49.8863,48.6,0.6808,1.55,5.68,1.986,rule_grid
69,2024,71,0.2344,49.896,56.9,0.8118,2.0,5.57,2.153,rule_grid
70,2022,70,121.2355,36.427,83.3,0.8327,1.97,3.28,1.405,cluster
70,2023,70,121.2355,36.427,83.3,0.8327,1.97,3.28,1.405,cluster
70,2024,70,121.2355,36.427,83.3,0.8327,1.97,3.28,1.405,cluster
71,2016,3,120.8155,24.6957,43.4,0.936,4.27,5.01,5.494,belt
71,2017,3,120.8155,24.6957,43.4,0.936,4.27,5.01,5.494,belt
71,2018,3,120.8155,24.6957,43.4,0.936,4.27,5.01,5.494,belt
71,2019,22,120.8145,24.7078,54.9,0.8177,1.9,2.69,1.631,cluster
71,2020,22,120.8145,24.7078,54.9,0.8177,1.9,2.69,1.631,cluster
71,2021,22,120.8145,24.7078,54.9,0.8177,1.9,2.69,1.631,cluster
71,2022,66,120.7762,24.7067,50.5,0.8578,2.56,4.17,1.432,belt
71,2023,69,120.7773,24.7084,51.1,0.8611,2.58,4.1,1.44,belt
71,2024,69,120.7773,24.7084,51.1,0.8611,2.58,4.1,1.44,belt
72,2018,3,110.5923,20.5875,101.3,0.9155,3.63,6.56,5.214,belt
72,2019,36,110.6142,20.5759,95.6,0.8772,2.41,3.06,1.479,belt
72,2020,36,110.6142,20.5759,95.6,0.8772,2.41,3.06,1.479,belt
72,2021,68,110.6321,20.5798,81.8,0.7387,1.72,3.12,1.428,cluster
72,2022,68,110.6321,20.5798,81.8,0.7387,1.72,3.12,1.428,cluster
72,2023,68,110.6321,20.5798,81.8,0.7387,1.72,3.12,1.428,cluster
72,2024,68,110.6321,20.5798,81.8,0.7387,1.72,3.12,1.428,cluster
73,2017,67,1.3778,53.2671,-38.0,0.7441,1.9,5.09,2.011,rule_grid
73,2018,67,1.3778,53.2671,-38.0,0.7441,1.9,5.09,2.011,rule_grid
73,2019,67,1.3778,53.2671,-38.0,0.7441,1.9,5.09,2.011,rule_grid
73,2020,67,1.3778,53.2671,-38.0,0.7441,1.9,5.09,2.011,rule_grid
73,2021,67,1.3778,53.2671,-38.0,0.7441,1.9,5.09,2.011,rule_grid
73,2022,67,1.3778,53.2671,-38.0,0.7441,1.9,5.09,2.011,rule_grid
73,2023,67,1.3778,53.2671,-38.0,0.7441,1.9,5.09,2.011,rule_grid
73,2024,67,1.3778,53.2671,-38.0,0.7441,1.9,5.09,2.011,rule_grid
74,2017,10,122.1895,29.5822,32.0,0.848,1.96,3.01,1.949,rule_grid
74,2018,52,122.2196,29.5794,8.4,0.8861,4.22,1.88,1.104,belt
74,2019,62,122.2286,29.5814,10.7,0.907,4.38,1.74,1.088,belt
74,2020,62,122.2286,29.5814,10.7,0.907,4.38,1.74,1.088,belt
74,2021,62,122.2286,29.5814,10.7,0.907,4.38,1.74,1.088,belt
74,2022,62,122.2286,29.5814,10.7,0.907,4.38,1.74,1.088,belt
74,2023,62,122.2286,29.5814,10.7,0.907,4.38,1.74,1.088,belt
74,2024,62,122.2286,29.5814,10.7,0.907,4.38,1.74,1.088,belt
75,2023,62,-2.542,48.857,122.6,0.8188,2.05,5.87,1.89,rule_grid
75,2024,62,-2.542,48.857,122.6,0.8188,2.05,5.87,1.89,rule_grid
76,2022,61,118.5609,38.3074,-23.8,0.8425,2.32,2.98,0.806,multi_cluster
76,2023,61,118.5609,38.3074,-23.8,0.8425,2.32,2.98,0.806,multi_cluster
76,2024,61,118.5609,38.3074,-23.8,0.8425,2.32,2.98,0.806,multi_cluster
