farm_id,year,AEP_real_kWh,AEP_baseWD_kWh,Delta_AEP_WD_kWh,WakeLoss_real,WakeLoss_baseWD,Delta_WakeLoss_WD
107,2023,727849728.2,738177715.6,-10327987.4,0.1174,0.1049,0.0125
108,2023,1044554914.1,1044873041.3,-318127.3,0.0707,0.0705,0.0003
109,2023,1090757589.1,1078085061.7,12672527.4,0.0917,0.1023,-0.0106
110,2023,998719565.9,1004135179.2,-5415613.3,0.0990,0.0941,0.0049
111,2023,865086367.5,873381135.6,-8294768.1,0.1253,0.1169,0.0084
112,2023,777975582.1,768571151.3,9404430.8,0.0401,0.0517,-0.0116
114,2023,1148112281.7,1147401922.1,710359.5,0.0836,0.0841,-0.0006
115,2023,726051366.3,719177003.0,6874363.3,0.1268,0.1351,-0.0083
118,2023,945680540.6,931944113.6,13736426.9,0.0828,0.0961,-0.0133
119,2023,558853977.8,563404116.5,-4550138.7,0.1190,0.1118,0.0072
120,2023,791039972.2,793839314.0,-2799341.8,0.1229,0.1198,0.0031
124,2023,1216512666.2,1223308803.7,-6796137.5,0.0744,0.0692,0.0052
125,2023,1045841865.1,1047446130.6,-1604265.5,0.0473,0.0459,0.0015
126,2023,716626101.5,720139930.6,-3513829.1,0.1191,0.1148,0.0043
130,2023,449271464.1,449049379.5,222084.6,0.0944,0.0948,-0.0004
131,2023,681169450.8,696609951.6,-15440500.8,0.1085,0.0883,0.0202
133,2023,396849802.4,398979924.9,-2130122.4,0.1048,0.1000,0.0048
135,2023,412163722.2,411994005.5,169716.7,0.1507,0.1510,-0.0003
139,2023,500693608.1,498170118.7,2523489.4,0.1076,0.1121,-0.0045
141,2023,392903610.0,376400781.8,16502828.2,0.0304,0.0712,-0.0407
143,2023,336291693.8,336137986.5,153707.3,0.0087,0.0092,-0.0005
145,2023,459132269.1,464179053.6,-5046784.5,0.0727,0.0625,0.0102
147,2023,307433124.0,308752050.8,-1318926.7,0.0328,0.0287,0.0041
159,2023,168102694.8,167182327.5,920367.3,0.0503,0.0555,-0.0052
165,2023,91166821.0,90150374.0,1016446.9,0.0526,0.0631,-0.0106
166,2023,112776469.0,112592297.3,184171.7,0.0246,0.0262,-0.0016
168,2023,62510306.8,62705098.2,-194791.4,0.0381,0.0351,0.0030
169,2023,83495052.6,83027467.3,467585.3,0.0299,0.0354,-0.0054
0,2024,28901865926.4,29087265713.2,-185399786.8,0.1293,0.1238,0.0056
1,2024,17686934893.0,17883043752.2,-196108859.1,0.1325,0.1229,0.0096
3,2024,13755838383.7,13775081836.4,-19243452.8,0.1441,0.1429,0.0012
4,2024,10618054836.6,10704380717.2,-86325880.6,0.2027,0.1963,0.0065
6,2024,7607323083.8,7581687157.1,25635926.7,0.1330,0.1359,-0.0029
8,2024,9808335233.8,9779887562.6,28447671.2,0.1224,0.1250,-0.0025
12,2024,7490928909.0,7503420299.9,-12491391.0,0.1487,0.1473,0.0014
14,2024,5157517651.5,5162262583.2,-4744931.7,0.1181,0.1172,0.0008
19,2024,4456671917.8,4422720931.1,33950986.7,0.1544,0.1608,-0.0064
21,2024,6454035126.8,6463476453.8,-9441327.0,0.0730,0.0717,0.0014
24,2024,3768453020.8,3805590779.7,-37137758.9,0.2049,0.1970,0.0078
28,2024,4494095750.0,4569142554.8,-75046804.8,0.1165,0.1017,0.0148
32,2024,3576532701.9,3615033793.8,-38501091.9,0.1452,0.1360,0.0092
33,2024,3041844710.8,3017010259.5,24834451.3,0.0907,0.0982,-0.0074
34,2024,6314487518.7,6234695090.0,79792428.7,0.0810,0.0926,-0.0116
35,2024,3827122303.1,3893043931.8,-65921628.6,0.1498,0.1351,0.0146
37,2024,2747465488.6,2787900305.5,-40434816.8,0.1357,0.1230,0.0127
38,2024,3752221502.0,3767532629.7,-15311127.7,0.1433,0.1398,0.0035
39,2024,3924938611.5,3831976159.9,92962451.6,0.0707,0.0927,-0.0220
41,2024,3381675272.4,3401650936.3,-19975663.9,0.1095,0.1042,0.0053
42,2024,5065492106.6,5065327668.4,164438.2,0.0287,0.0287,-0.0000
44,2024,3323203129.4,3279330887.2,43872242.2,0.0962,0.1081,-0.0119
45,2024,5289534372.4,5288319523.2,1214849.3,0.0922,0.0924,-0.0002
46,2024,5733304585.4,5721060743.8,12243841.6,0.0489,0.0509,-0.0020
47,2024,3137335680.9,3137550000.7,-214319.8,0.1174,0.1174,0.0001
50,2024,2698464436.5,2727633581.2,-29169144.7,0.1205,0.1110,0.0095
52,2024,4365652774.2,4343344964.6,22307809.5,0.0767,0.0814,-0.0047
56,2024,2251827167.1,2251329722.1,497445.1,0.1233,0.1235,-0.0002
57,2024,924016237.0,970514463.3,-46498226.3,0.4250,0.3961,0.0289
62,2024,2580080374.5,2526247956.4,53832418.2,0.0964,0.1152,-0.0189
63,2024,1968542599.4,2034791113.5,-66248514.2,0.1676,0.1396,0.0280
64,2024,1173039929.4,1141358240.4,31681689.1,0.0970,0.1214,-0.0244
66,2024,2000213103.7,2112079898.4,-111866794.7,0.1763,0.1302,0.0461
70,2024,1628567264.6,1654113353.6,-25546089.0,0.1620,0.1489,0.0131
71,2024,2502597407.3,2507709166.2,-5111758.9,0.0773,0.0754,0.0019
72,2024,2230183304.1,2228272142.3,1911161.8,0.1257,0.1264,-0.0007
74,2024,2312279431.1,2274686014.4,37593416.7,0.0749,0.0900,-0.0150
76,2024,1649821563.7,1644643027.9,5178535.7,0.0636,0.0666,-0.0029
77,2024,1477790078.8,1476830798.5,959280.3,0.1190,0.1196,-0.0006
78,2024,1551021718.9,1572968825.1,-21947106.2,0.1382,0.1260,0.0122
79,2024,1739070293.9,1757314476.8,-18244182.9,0.0959,0.0864,0.0095
81,2024,2718310338.7,2695945681.5,22364657.2,0.0875,0.0950,-0.0075
82,2024,1854733015.6,1879576899.1,-24843883.5,0.0981,0.0861,0.0121
85,2024,1862456192.0,1858395439.7,4060752.3,0.1121,0.1140,-0.0019
86,2024,1171373675.3,1167331268.1,4042407.2,0.0482,0.0515,-0.0033
88,2024,1386055473.4,1363429891.5,22625581.9,0.1194,0.1338,-0.0144
89,2024,1757803357.4,1774428868.4,-16625511.1,0.1350,0.1268,0.0082
90,2024,1359010051.0,1354793705.7,4216345.3,0.1434,0.1460,-0.0027
91,2024,1405933700.5,1326486921.2,79446779.3,0.1488,0.1969,-0.0481
92,2024,1884582984.2,1892713251.5,-8130267.3,0.1052,0.1013,0.0039
94,2024,1344591964.8,1350553984.8,-5962020.0,0.1142,0.1103,0.0039
97,2024,1166823397.6,1196204606.3,-29381208.7,0.2044,0.1843,0.0200
98,2024,946005591.0,938735324.3,7270266.7,0.1461,0.1527,-0.0066
101,2024,2272551105.6,2258146662.4,14404443.2,0.0424,0.0484,-0.0061
103,2024,1367817023.3,1379559676.4,-11742653.1,0.1093,0.1017,0.0076
104,2024,1295976168.5,1293521568.3,2454600.2,0.1042,0.1059,-0.0017
105,2024,1052781930.8,1061270737.1,-8488806.3,0.1388,0.1318,0.0069
106,2024,1197504775.1,1179694867.7,17809907.4,0.0679,0.0818,-0.0139
107,2024,769660155.9,774920793.7,-5260637.8,0.1020,0.0959,0.0061
108,2024,1071558794.7,1071831794.1,-272999.4,0.0712,0.0709,0.0002
109,2024,1167872542.9,1156414158.0,11458384.9,0.0925,0.1014,-0.0089
110,2024,1074763012.4,1083515618.8,-8752606.4,0.0986,0.0913,0.0073
111,2024,913772421.2,914502610.4,-730189.3,0.1200,0.1193,0.0007
112,2024,810567183.6,800501610.2,10065573.4,0.0346,0.0466,-0.0120
114,2024,1154713739.5,1154111571.1,602168.3,0.0857,0.0861,-0.0005
115,2024,764648314.6,760762652.5,3885662.1,0.1183,0.1228,-0.0045
118,2024,1005909821.8,989786701.9,16123119.9,0.0821,0.0968,-0.0147
119,2024,846481675.0,857855276.1,-11373601.1,0.1539,0.1425,0.0114
120,2024,830897393.9,829997259.3,900134.6,0.1176,0.1185,-0.0010
124,2024,1298125976.5,1303997272.3,-5871295.8,0.0705,0.0663,0.0042
125,2024,1239331492.8,1236511116.2,2820376.6,0.0552,0.0574,-0.0022
126,2024,724271724.6,728819375.9,-4547651.3,0.1116,0.1061,0.0056
130,2024,476212645.9,477477393.2,-1264747.2,0.0882,0.0858,0.0024
131,2024,687000470.9,696117478.8,-9117008.0,0.1043,0.0924,0.0119
132,2024,624254778.3,618746265.0,5508513.3,0.1017,0.1096,-0.0079
133,2024,497937089.1,497439754.3,497334.8,0.0902,0.0911,-0.0009
135,2024,382357658.3,382521354.7,-163696.4,0.1572,0.1568,0.0004
139,2024,458057782.6,457415375.2,642407.4,0.1143,0.1155,-0.0012
141,2024,404051107.1,390854598.8,13196508.3,0.0376,0.0690,-0.0314
143,2024,421785048.1,420289373.2,1495674.9,0.0061,0.0096,-0.0035
145,2024,444686308.6,448597125.5,-3910816.9,0.0713,0.0632,0.0082
147,2024,299365458.4,302318544.9,-2953086.4,0.0387,0.0292,0.0095
151,2024,293362573.4,297162188.7,-3799615.3,0.0341,0.0216,0.0125
159,2024,171237219.3,169539080.5,1698138.8,0.0367,0.0463,-0.0096
165,2024,89191563.0,88496570.2,694992.8,0.0608,0.0682,-0.0073
166,2024,106219481.8,106343763.9,-124282.2,0.0275,0.0264,0.0011
168,2024,59525856.3,59904991.0,-379134.7,0.0421,0.0360,0.0061
169,2024,83051144.3,82675898.3,375246.0,0.0326,0.0370,-0.0044
2,2018,10246922765.6,10253160250.2,-6237484.6,0.1929,0.1924,0.0005
5,2018,150408995.3,150524556.4,-115561.2,0.0011,0.0003,0.0008
7,2018,10932498221.4,11252415527.6,-319917306.2,0.1400,0.1149,0.0252
9,2018,10409860090.9,10514940709.9,-105080619.0,0.1413,0.1326,0.0087
10,2018,2063781840.0,2070526401.2,-6744561.2,0.0618,0.0588,0.0031
11,2018,9102043445.7,9214648460.2,-112605014.4,0.1370,0.1263,0.0107
13,2018,6963031637.6,6940166642.5,22864995.1,0.2030,0.2056,-0.0026
15,2018,1697883652.8,1705025800.2,-7142147.5,0.1450,0.1414,0.0036
16,2018,6851198656.4,6865281459.9,-14082803.5,0.0838,0.0819,0.0019
17,2018,6230275777.2,6312498064.6,-82222287.5,0.1743,0.1634,0.0109
18,2018,6799840844.9,6881660613.2,-81819768.3,0.1092,0.0985,0.0107
20,2018,3616743162.3,3642331303.6,-25588141.3,0.1160,0.1098,0.0063
22,2018,5516876447.8,5540806257.3,-23929809.5,0.2069,0.2035,0.0034
23,2018,3296802750.4,3326777355.6,-29974605.1,0.1265,0.1185,0.0079
25,2018,3102864687.8,3026423127.6,76441560.2,0.1645,0.1851,-0.0206
26,2018,5714538313.3,5813017273.1,-98478959.8,0.1059,0.0904,0.0154
27,2018,6078516364.3,6064959339.2,13557025.2,0.1072,0.1092,-0.0020
29,2018,5076149127.2,5034700695.9,41448431.3,0.1463,0.1532,-0.0070
30,2018,4834266674.0,4927132200.3,-92865526.2,0.1677,0.1517,0.0160
31,2018,2299610870.9,2261073940.1,38536930.8,0.1954,0.2088,-0.0135
36,2018,4008940536.8,4051888476.4,-42947939.6,0.1744,0.1655,0.0088
43,2018,4604714774.8,4635905853.7,-31191079.0,0.0946,0.0884,0.0061
49,2018,3499783884.0,3596976955.5,-97193071.5,0.2167,0.1949,0.0218
51,2018,3789783384.7,3789108724.1,674660.6,0.1100,0.1101,-0.0002
55,2018,3606213108.8,3603997710.5,2215398.3,0.1467,0.1472,-0.0005
58,2018,66710044.5,66707271.9,2772.5,0.0003,0.0003,-0.0000
59,2018,3324447351.9,3424261982.4,-99814630.5,0.1771,0.1524,0.0247
60,2018,3830747596.5,3824536980.3,6210616.1,0.0687,0.0702,-0.0015
61,2018,3521683984.9,3511706869.2,9977115.7,0.1339,0.1363,-0.0025
65,2018,3267072003.5,3268362675.5,-1290672.1,0.1343,0.1340,0.0003
67,2018,2615326095.8,2557537583.9,57788511.9,0.2031,0.2207,-0.0176
68,2018,3484097568.0,3341855595.7,142241972.3,0.0648,0.1029,-0.0382
73,2018,2951680819.6,2948936997.1,2743822.5,0.0890,0.0899,-0.0008
80,2018,2639605778.0,2636006336.3,3599441.7,0.0645,0.0658,-0.0013
83,2018,1711730244.3,1856737820.4,-145007576.1,0.2545,0.1913,0.0632
84,2018,1936294916.6,1970344251.9,-34049335.3,0.1224,0.1070,0.0154
87,2018,2341360328.4,2366153012.5,-24792684.1,0.0904,0.0808,0.0096
96,2018,1660541544.3,1610480370.4,50061173.9,0.1678,0.1929,-0.0251
99,2018,1119675355.3,1144453223.2,-24777867.9,0.3457,0.3312,0.0145
100,2018,1558465650.5,1567957461.3,-9491810.8,0.1380,0.1328,0.0052
102,2018,1342924808.4,1327279500.0,15645308.3,0.1789,0.1885,-0.0096
113,2018,1363306679.7,1365347244.9,-2040565.1,0.1092,0.1078,0.0013
116,2018,1453113874.8,1416383797.8,36730077.0,0.0765,0.0999,-0.0233
121,2018,1260951142.4,1194741297.4,66209845.0,0.1445,0.1894,-0.0449
122,2018,1060653794.2,1069400511.3,-8746717.1,0.1901,0.1835,0.0067
123,2018,1076563325.0,1106906267.0,-30342942.0,0.1413,0.1171,0.0242
128,2018,914888876.4,893966048.4,20922828.0,0.1780,0.1968,-0.0188
137,2018,725673211.5,734044370.8,-8371159.3,0.1041,0.0938,0.0103
142,2018,644490213.4,639050669.7,5439543.7,0.1463,0.1535,-0.0072
144,2018,621535383.4,616904598.3,4630785.1,0.0583,0.0653,-0.0070
148,2018,365546946.7,366889458.3,-1342511.7,0.0827,0.0794,0.0034
149,2018,312004392.2,307415923.0,4588469.2,0.0637,0.0775,-0.0138
150,2018,420645860.9,419360819.9,1285041.0,0.0649,0.0677,-0.0029
152,2018,418084362.1,419321010.5,-1236648.4,0.0539,0.0511,0.0028
153,2018,305331845.0,298271455.8,7060389.1,0.1849,0.2038,-0.0188
154,2018,417418230.1,419058501.2,-1640271.1,0.0511,0.0474,0.0037
157,2018,263176951.6,256289956.8,6886994.8,0.0605,0.0851,-0.0246
158,2018,267634171.5,262939653.8,4694517.7,0.0468,0.0635,-0.0167
162,2018,192131943.0,191820713.3,311229.7,0.0190,0.0206,-0.0016
163,2018,176911896.2,176658031.2,253865.0,0.0848,0.0861,-0.0013
164,2018,243585145.4,243851434.2,-266288.7,0.0175,0.0164,0.0011
2,2019,12262224827.0,12278600990.5,-16376163.5,0.1848,0.1837,0.0011
5,2019,8404056229.2,8356317813.7,47738415.5,0.0537,0.0591,-0.0054
7,2019,11915778328.0,12277270001.4,-361491673.3,0.1437,0.1177,0.0260
9,2019,10725831382.5,10858405262.3,-132573879.8,0.1517,0.1412,0.0105
10,2019,4061016272.8,4071918972.8,-10902700.0,0.0778,0.0753,0.0025
11,2019,9555305395.4,9645766000.4,-90460605.0,0.1334,0.1252,0.0082
13,2019,7166567529.1,7135035903.8,31531625.4,0.2074,0.2108,-0.0035
15,2019,1737491446.8,1736322600.8,1168845.9,0.1360,0.1366,-0.0006
16,2019,8491031703.1,8514117149.4,-23085446.3,0.0967,0.0942,0.0025
17,2019,6264037986.1,6353951770.5,-89913784.3,0.1810,0.1692,0.0118
18,2019,7000104645.7,7076865053.5,-76760407.8,0.1061,0.0963,0.0098
20,2019,7769259112.9,7843925020.0,-74665907.1,0.1285,0.1201,0.0084
22,2019,6100490188.9,6150638717.9,-50148529.0,0.1968,0.1902,0.0066
23,2019,3397535025.7,3423040543.0,-25505517.4,0.1277,0.1212,0.0065
25,2019,3478193959.0,3396846278.8,81347680.1,0.1517,0.1715,-0.0198
26,2019,5756662533.1,5844834046.5,-88171513.4,0.1077,0.0940,0.0137
27,2019,6686954673.0,6670111440.9,16843232.1,0.1078,0.1101,-0.0022
29,2019,5780561906.8,5739909980.9,40651925.9,0.1373,0.1434,-0.0061
30,2019,4843324116.9,4932542561.1,-89218444.3,0.1743,0.1590,0.0152
31,2019,2324184107.2,2299142303.5,25041803.6,0.1988,0.2074,-0.0086
36,2019,4071578898.6,4114655661.9,-43076763.3,0.1678,0.1590,0.0088
43,2019,4863782209.4,4889498954.2,-25716744.8,0.0929,0.0881,0.0048
48,2019,2673273791.3,2672342973.9,930817.4,0.0586,0.0589,-0.0003
49,2019,3553528064.6,3632030697.4,-78502632.8,0.2166,0.1993,0.0173
51,2019,3798893071.5,3802298738.6,-3405667.1,0.1145,0.1137,0.0008
55,2019,3551678320.6,3583534035.5,-31855714.9,0.1597,0.1522,0.0075
58,2019,69984968.6,69984933.2,35.4,0.0003,0.0003,-0.0000
59,2019,3487890335.3,3604858401.0,-116968065.8,0.1849,0.1575,0.0273
60,2019,4039531582.9,4037428481.6,2103101.2,0.0714,0.0719,-0.0005
61,2019,3721264515.9,3713397431.2,7867084.6,0.1341,0.1359,-0.0018
65,2019,3352085801.4,3363148181.0,-11062379.6,0.1394,0.1365,0.0028
67,2019,2598305163.2,2576307139.2,21998024.0,0.2219,0.2285,-0.0066
68,2019,3659474969.9,3516514740.1,142960229.8,0.0693,0.1057,-0.0364
73,2019,2936242223.6,2934921369.1,1320854.6,0.0930,0.0934,-0.0004
80,2019,2734072869.1,2730526906.1,3545963.0,0.0683,0.0695,-0.0012
83,2019,1603099425.6,1759884807.1,-156785381.5,0.2714,0.2001,0.0713
84,2019,1987262295.6,2026705863.5,-39443567.9,0.1287,0.1115,0.0173
87,2019,2364358037.5,2385938846.6,-21580809.1,0.0921,0.0838,0.0083
96,2019,1656747974.9,1624425790.7,32322184.2,0.1820,0.1979,-0.0160
99,2019,1264064740.7,1294226792.8,-30162052.1,0.3361,0.3203,0.0158
100,2019,1623497688.8,1640129319.3,-16631630.5,0.1360,0.1272,0.0089
102,2019,1363496092.0,1344623855.0,18872236.9,0.1826,0.1939,-0.0113
113,2019,1390960013.3,1403516045.5,-12556032.2,0.1126,0.1046,0.0080
116,2019,1479481356.3,1435350964.4,44130391.9,0.0759,0.1035,-0.0276
121,2019,1313943956.5,1229692694.8,84251261.8,0.1294,0.1853,-0.0558
122,2019,1057547383.5,1056951163.2,596220.3,0.1956,0.1961,-0.0005
123,2019,1102561823.2,1127374781.5,-24812958.3,0.1469,0.1277,0.0192
128,2019,938365245.0,917275104.4,21090140.6,0.1882,0.2065,-0.0182
137,2019,809773330.6,821770625.2,-11997294.6,0.1013,0.0879,0.0133
142,2019,674182758.4,670268036.0,3914722.3,0.1418,0.1468,-0.0050
144,2019,689768115.1,692036681.2,-2268566.1,0.0628,0.0597,0.0031
148,2019,383886588.5,387062536.1,-3175947.6,0.0918,0.0843,0.0075
149,2019,356008433.8,345572481.3,10435952.6,0.0494,0.0772,-0.0279
150,2019,420815169.1,416880767.3,3934401.8,0.0698,0.0785,-0.0087
152,2019,440716053.2,439200506.3,1515546.9,0.0513,0.0546,-0.0033
153,2019,331549132.5,319588825.4,11960307.0,0.1742,0.2040,-0.0298
154,2019,452584285.1,449009517.0,3574768.1,0.0385,0.0461,-0.0076
157,2019,283933853.9,281046311.4,2887542.6,0.0648,0.0743,-0.0095
158,2019,274335623.7,266310229.3,8025394.4,0.0374,0.0656,-0.0282
162,2019,193674364.9,193877768.7,-203403.8,0.0220,0.0209,0.0010
163,2019,208227611.2,207459152.8,768458.4,0.0721,0.0755,-0.0034
164,2019,252042856.8,252244646.4,-201789.6,0.0179,0.0171,0.0008
2,2020,25119436462.3,25063116813.0,56319649.3,0.1295,0.1314,-0.0020
5,2020,8559455091.9,8514093550.7,45361541.2,0.0465,0.0515,-0.0051
7,2020,12728610435.0,13042793643.8,-314183208.8,0.1280,0.1065,0.0215
9,2020,11576796968.4,11624632173.8,-47835205.5,0.1244,0.1208,0.0036
10,2020,3993040162.3,3999038384.6,-5998222.2,0.0743,0.0729,0.0014
11,2020,9402047667.3,9514483770.0,-112436102.7,0.1257,0.1153,0.0105
13,2020,8063056559.9,8014101398.1,48955161.7,0.1765,0.1815,-0.0050
15,2020,1881471275.5,1888005075.2,-6533799.7,0.1142,0.1111,0.0031
16,2020,8450563622.6,8482146281.6,-31582659.0,0.0870,0.0836,0.0034
17,2020,7196145974.7,7244520842.9,-48374868.2,0.1441,0.1383,0.0058
18,2020,7033250092.4,7114140754.9,-80890662.5,0.0977,0.0873,0.0104
20,2020,7761167352.2,7804112164.6,-42944812.5,0.1126,0.1076,0.0049
22,2020,6127867890.5,6108894776.9,18973113.6,0.1817,0.1842,-0.0025
23,2020,3429255158.4,3438052428.9,-8797270.6,0.1105,0.1082,0.0023
25,2020,3351904788.5,3291649466.6,60255321.9,0.1498,0.1651,-0.0153
26,2020,6337323769.2,6416769695.4,-79445926.2,0.0881,0.0767,0.0114
27,2020,6468932541.4,6464233174.3,4699367.0,0.0999,0.1006,-0.0007
29,2020,5639706116.2,5611521655.8,28184460.4,0.1325,0.1368,-0.0043
30,2020,5338076922.8,5417173710.6,-79096787.9,0.1439,0.1313,0.0127
31,2020,2476630767.1,2440740987.1,35889780.0,0.1634,0.1755,-0.0121
36,2020,4738065020.6,4807243279.7,-69178259.1,0.1440,0.1315,0.0125
43,2020,5101935418.7,5126830963.9,-24895545.2,0.0798,0.0753,0.0045
48,2020,4848336430.1,4841084490.2,7251939.9,0.0640,0.0654,-0.0014
49,2020,4104704707.1,4144898825.4,-40194118.3,0.1698,0.1617,0.0081
51,2020,4094328489.0,4085768199.4,8560289.6,0.0948,0.0967,-0.0019
55,2020,3837137974.8,3852167985.3,-15030010.6,0.1344,0.1310,0.0034
58,2020,77684739.5,77687273.3,-2533.8,0.0003,0.0002,0.0000
59,2020,3395448110.1,3539350087.0,-143901976.9,0.1760,0.1410,0.0349
60,2020,3881244689.6,3883818769.5,-2574079.8,0.0658,0.0652,0.0006
61,2020,3638409496.2,3632008113.1,6401383.1,0.1207,0.1223,-0.0015
65,2020,3394732045.4,3390390752.7,4341292.7,0.1194,0.1205,-0.0011
67,2020,2866944567.8,2836494379.6,30450188.2,0.1857,0.1943,-0.0086
68,2020,3512592342.0,3392196912.1,120395429.9,0.0642,0.0962,-0.0321
73,2020,3129305185.2,3113234193.6,16070991.6,0.0749,0.0797,-0.0048
80,2020,2858158700.6,2863573639.0,-5414938.4,0.0612,0.0594,0.0018
83,2020,1913129339.3,2051802629.6,-138673290.4,0.2183,0.1616,0.0567
84,2020,2227845096.6,2256214210.4,-28369113.8,0.1070,0.0956,0.0114
87,2020,2613666450.0,2632603244.2,-18936794.1,0.0728,0.0661,0.0067
96,2020,1900219454.4,1885931891.6,14287562.8,0.1592,0.1655,-0.0063
99,2020,1331788673.3,1337806113.0,-6017439.6,0.3032,0.3001,0.0031
100,2020,1721127418.6,1749197431.4,-28070012.8,0.1254,0.1112,0.0143
102,2020,1618075221.7,1594999379.0,23075842.8,0.1475,0.1597,-0.0122
113,2020,1495210208.0,1504961075.1,-9750867.1,0.0913,0.0854,0.0059
116,2020,1579678122.1,1539359401.2,40318720.9,0.0642,0.0881,-0.0239
121,2020,1327347457.8,1263482936.8,63864521.1,0.1223,0.1645,-0.0422
122,2020,1174826813.2,1171208665.2,3618147.9,0.1624,0.1650,-0.0026
123,2020,1218442593.3,1237723995.6,-19281402.2,0.1209,0.1070,0.0139
128,2020,1024878889.3,996008664.3,28870224.9,0.1521,0.1760,-0.0239
137,2020,799808994.9,815820123.8,-16011128.9,0.1020,0.0840,0.0180
142,2020,687170424.7,679788195.5,7382229.2,0.1298,0.1392,-0.0093
144,2020,738321905.3,728418475.4,9903429.8,0.0436,0.0564,-0.0128
148,2020,436819945.9,438629378.4,-1809432.4,0.0741,0.0703,0.0038
149,2020,354414627.5,354737959.6,-323332.2,0.0757,0.0748,0.0008
150,2020,417664192.1,417617765.4,46426.6,0.0663,0.0664,-0.0001
152,2020,453070560.5,451184310.1,1886250.3,0.0434,0.0473,-0.0040
153,2020,334969482.5,331106723.5,3862759.0,0.1828,0.1922,-0.0094
154,2020,442049480.4,449539795.9,-7490315.4,0.0611,0.0452,0.0159
157,2020,285510206.3,282689510.3,2820696.1,0.0640,0.0733,-0.0092
158,2020,301457234.6,293683224.2,7774010.4,0.0336,0.0585,-0.0249
162,2020,209115480.2,207936278.3,1179201.9,0.0132,0.0188,-0.0056
163,2020,221105845.4,220741490.5,364354.9,0.0646,0.0661,-0.0015
164,2020,244148018.3,244367770.5,-219752.1,0.0171,0.0162,0.0009
170,2020,105958290.4,106071437.8,-113147.4,0.0072,0.0061,0.0011
2,2021,21691479738.1,21680779475.2,10700263.0,0.1683,0.1687,-0.0004
5,2021,14215420068.6,14120746204.0,94673864.6,0.0637,0.0700,-0.0062
7,2021,11317935593.5,11661936067.2,-344000473.7,0.1467,0.1207,0.0259
